Fecha;CodZR;DesZR;CodMun;DesMun;NuevosCasos;AcumuladoCasosHastaLaFecha
2020-08-08 00:00:00;99;FUERA DE NAVARRA;0;FUERA DE NAVARRA;2;69
2020-08-08 00:00:00;50;CASCANTE;11;ABLITAS;3;12
2020-08-08 00:00:00;1;ALTSASU/ALSASUA;16;ALTSASU / ALSASUA;1;32
2020-08-08 00:00:00;66;BUZTINTXURI;42;ARTICA / ARTIKA;1;36
2020-08-08 00:00:00;3;IRURTZUN;92;IRURTZUN;1;12
2020-08-08 00:00:00;47;VALTIERRA-CADREITA;127;ARGUEDAS;1;14
2020-08-08 00:00:00;13;BURLADA;227;BURLADA / BURLATA;1;281
2020-08-08 00:00:00;50;CASCANTE;238;CASCANTE;2;46
2020-08-08 00:00:00;99;FUERA DE NAVARRA;238;CASCANTE;1;5
2020-08-08 00:00:00;29;SANG‹ESA;239;C¡SEDA;1;11
2020-08-08 00:00:00;49;CINTRU…NIGO;244;CINTRU…NIGO;2;133
2020-08-08 00:00:00;51;BU—UEL;262;CORTES;1;3
2020-08-08 00:00:00;67;SARRIGUREN;283;ARDANAZ DE EG‹…S;1;1
2020-08-08 00:00:00;67;SARRIGUREN;297;SARRIGUREN;2;139
2020-08-08 00:00:00;12;VILLAVA;373;EUSA;1;1
2020-08-08 00:00:00;28;NO¡IN;396;ESPARZA;1;2
2020-08-08 00:00:00;11;HUARTE;448;HUARTE / UHARTE;1;76
2020-08-08 00:00:00;35;ANCÕN-AM…SCOA;682;NAZAR;1;1
2020-08-08 00:00:00;15;ORCOYEN;725;ORKOIEN;1;38
2020-08-08 00:00:00;16;SAN JORGE;747;PAMPLONA / IRU—A;2;143
2020-08-08 00:00:00;17;ROCHAPEA;747;PAMPLONA / IRU—A;2;279
2020-08-08 00:00:00;18;CHANTREA;747;PAMPLONA / IRU—A;4;242
2020-08-08 00:00:00;19;CASCO VIEJO-I ENSANCHE;747;PAMPLONA / IRU—A;1;159
2020-08-08 00:00:00;20;II ENSANCHE;747;PAMPLONA / IRU—A;3;300
2020-08-08 00:00:00;21;MILAGROSA;747;PAMPLONA / IRU—A;2;206
2020-08-08 00:00:00;22;ITURRAMA;747;PAMPLONA / IRU—A;1;200
2020-08-08 00:00:00;23;SAN JUAN;747;PAMPLONA / IRU—A;2;409
2020-08-08 00:00:00;24;ERMITAGA—A;747;PAMPLONA / IRU—A;1;191
2020-08-08 00:00:00;25;ZIZUR-ECHAVACOIZ;747;PAMPLONA / IRU—A;1;52
2020-08-08 00:00:00;61;AZPILAGA—A;747;PAMPLONA / IRU—A;1;390
2020-08-08 00:00:00;63;MENDILLORRI;747;PAMPLONA / IRU—A;3;185
2020-08-08 00:00:00;51;BU—UEL;760;RIBAFORADA;1;28
2020-08-08 00:00:00;40;TAFALLA;793;TAFALLA;4;256
2020-08-08 00:00:00;45;TUDELA OESTE;802;TUDELA;3;135
2020-08-08 00:00:00;46;TUDELA ESTE;802;TUDELA;25;313
2020-08-08 00:00:00;47;VALTIERRA-CADREITA;889;VILLAFRANCA;3;22
2020-08-08 00:00:00;26;BARA—¡IN;942;BARA—¡IN / BARA—AIN;2;218
2020-08-09 00:00:00;-1;Nulo/Sin informar;-1;Nulo/Sin informar;1;30
2020-08-09 00:00:00;99;FUERA DE NAVARRA;0;FUERA DE NAVARRA;6;75
2020-08-09 00:00:00;1;ALTSASU/ALSASUA;16;ALTSASU / ALSASUA;2;34
2020-08-09 00:00:00;35;ANCÕN-AM…SCOA;20;ARTAVIA;1;2
2020-08-09 00:00:00;66;BUZTINTXURI;42;ARTICA / ARTIKA;1;37
2020-08-09 00:00:00;14;BERRIOZAR;44;BERRIOPLANO / BERRIOBEITI;1;3
2020-08-09 00:00:00;14;BERRIOZAR;46;BERRIOZAR;1;106
2020-08-09 00:00:00;2;ETXARRI-ARANATZ;102;ARBIZU;1;13
2020-08-09 00:00:00;6;ELIZONDO;174;ARIZKUN;1;1
2020-08-09 00:00:00;13;BURLADA;227;BURLADA / BURLATA;3;284
2020-08-09 00:00:00;43;OLITE;232;CAPARROSO;1;43
2020-08-09 00:00:00;39;SAN ADRI¡N;234;C¡RCAR;2;17
2020-08-09 00:00:00;42;CARCASTILLO;235;CARCASTILLO;7;28
2020-08-09 00:00:00;99;FUERA DE NAVARRA;235;CARCASTILLO;2;2
2020-08-09 00:00:00;50;CASCANTE;238;CASCANTE;1;47
2020-08-09 00:00:00;29;SANG‹ESA;239;C¡SEDA;2;13
2020-08-09 00:00:00;25;ZIZUR-ECHAVACOIZ;250;ZIZUR MAYOR / ZIZUR NAGUSIA;6;142
2020-08-09 00:00:00;7;DONEZTEBE/SANTESTEBAN;268;GAZTELU;1;2
2020-08-09 00:00:00;11;HUARTE;289;ELCANO;1;36
2020-08-09 00:00:00;67;SARRIGUREN;297;SARRIGUREN;1;140
2020-08-09 00:00:00;28;NO¡IN;304;NO¡IN;1;96
2020-08-09 00:00:00;28;NO¡IN;402;BERI¡IN;2;32
2020-08-09 00:00:00;11;HUARTE;448;HUARTE / UHARTE;8;84
2020-08-09 00:00:00;99;FUERA DE NAVARRA;448;HUARTE / UHARTE;1;1
2020-08-09 00:00:00;41;ARTAJONA;534;LARRAGA;1;19
2020-08-09 00:00:00;29;SANG‹ESA;592;LI…DENA;1;3
2020-08-09 00:00:00;38;LODOSA;613;LODOSA;5;24
2020-08-09 00:00:00;42;CARCASTILLO;644;M…LIDA;1;4
2020-08-09 00:00:00;42;CARCASTILLO;676;MURILLO EL FRUTO;6;34
2020-08-09 00:00:00;99;FUERA DE NAVARRA;676;MURILLO EL FRUTO;1;3
2020-08-09 00:00:00;43;OLITE;709;OLITE / ERRIBERRI;8;32
2020-08-09 00:00:00;33;VILLATUERTA;745;OTEIZA;1;1
2020-08-09 00:00:00;16;SAN JORGE;747;PAMPLONA / IRU—A;2;145
2020-08-09 00:00:00;17;ROCHAPEA;747;PAMPLONA / IRU—A;10;289
2020-08-09 00:00:00;18;CHANTREA;747;PAMPLONA / IRU—A;3;245
2020-08-09 00:00:00;19;CASCO VIEJO-I ENSANCHE;747;PAMPLONA / IRU—A;3;162
2020-08-09 00:00:00;20;II ENSANCHE;747;PAMPLONA / IRU—A;5;305
2020-08-09 00:00:00;21;MILAGROSA;747;PAMPLONA / IRU—A;2;208
2020-08-09 00:00:00;23;SAN JUAN;747;PAMPLONA / IRU—A;2;411
2020-08-09 00:00:00;25;ZIZUR-ECHAVACOIZ;747;PAMPLONA / IRU—A;1;53
2020-08-09 00:00:00;61;AZPILAGA—A;747;PAMPLONA / IRU—A;2;392
2020-08-09 00:00:00;63;MENDILLORRI;747;PAMPLONA / IRU—A;4;189
2020-08-09 00:00:00;66;BUZTINTXURI;747;PAMPLONA / IRU—A;3;77
2020-08-09 00:00:00;44;PERALTA;750;PERALTA / AZKOIEN;3;24
2020-08-09 00:00:00;27;PUENTE LA REINA;756;PUENTE LA REINA / GARES;1;19
2020-08-09 00:00:00;51;BU—UEL;760;RIBAFORADA;1;29
2020-08-09 00:00:00;29;SANG‹ESA;782;SANG‹ESA / ZANGOZA;1;91
2020-08-09 00:00:00;7;DONEZTEBE/SANTESTEBAN;786;DONEZTEBE / SANTESTEBAN;3;15
2020-08-09 00:00:00;40;TAFALLA;793;TAFALLA;1;257
2020-08-09 00:00:00;45;TUDELA OESTE;802;TUDELA;9;144
2020-08-09 00:00:00;46;TUDELA ESTE;802;TUDELA;6;319
2020-08-09 00:00:00;47;VALTIERRA-CADREITA;889;VILLAFRANCA;1;23
2020-08-09 00:00:00;26;BARA—¡IN;942;BARA—¡IN / BARA—AIN;2;220
2020-08-09 00:00:00;68;ARANGUREN;960;MUTILVA / MUTILOA;1;125
2020-08-10 00:00:00;66;BUZTINTXURI;42;ARTICA / ARTIKA;1;38
2020-08-10 00:00:00;6;ELIZONDO;187;ELIZONDO;1;71
2020-08-10 00:00:00;42;CARCASTILLO;235;CARCASTILLO;1;29
2020-08-10 00:00:00;99;FUERA DE NAVARRA;235;CARCASTILLO;1;3
2020-08-10 00:00:00;99;FUERA DE NAVARRA;238;CASCANTE;1;6
2020-08-10 00:00:00;25;ZIZUR-ECHAVACOIZ;250;ZIZUR MAYOR / ZIZUR NAGUSIA;1;143
2020-08-10 00:00:00;99;FUERA DE NAVARRA;448;HUARTE / UHARTE;1;2
2020-08-10 00:00:00;34;ALLO;579;LERÕN;1;7
2020-08-10 00:00:00;35;ANCÕN-AM…SCOA;682;NAZAR;1;2
2020-08-10 00:00:00;16;SAN JORGE;747;PAMPLONA / IRU—A;3;148
2020-08-10 00:00:00;17;ROCHAPEA;747;PAMPLONA / IRU—A;2;291
2020-08-10 00:00:00;18;CHANTREA;747;PAMPLONA / IRU—A;1;246
2020-08-10 00:00:00;20;II ENSANCHE;747;PAMPLONA / IRU—A;1;306
2020-08-10 00:00:00;21;MILAGROSA;747;PAMPLONA / IRU—A;1;209
2020-08-10 00:00:00;22;ITURRAMA;747;PAMPLONA / IRU—A;1;201
2020-08-10 00:00:00;23;SAN JUAN;747;PAMPLONA / IRU—A;3;414
2020-08-10 00:00:00;25;ZIZUR-ECHAVACOIZ;747;PAMPLONA / IRU—A;1;54
2020-08-10 00:00:00;66;BUZTINTXURI;747;PAMPLONA / IRU—A;1;78
2020-08-10 00:00:00;99;FUERA DE NAVARRA;747;PAMPLONA / IRU—A;1;27
2020-08-10 00:00:00;51;BU—UEL;760;RIBAFORADA;1;30
2020-08-10 00:00:00;40;TAFALLA;793;TAFALLA;1;258
2020-08-10 00:00:00;45;TUDELA OESTE;802;TUDELA;4;148
2020-08-10 00:00:00;46;TUDELA ESTE;802;TUDELA;11;330
2020-08-10 00:00:00;47;VALTIERRA-CADREITA;889;VILLAFRANCA;1;24
2020-08-11 00:00:00;1;ALTSASU/ALSASUA;16;ALTSASU / ALSASUA;3;37
2020-08-11 00:00:00;64;ANSO¡IN;40;ANSO¡IN / ANTSOAIN;3;101
2020-08-11 00:00:00;66;BUZTINTXURI;42;ARTICA / ARTIKA;8;46
2020-08-11 00:00:00;14;BERRIOZAR;44;BERRIOPLANO / BERRIOBEITI;7;10
2020-08-11 00:00:00;14;BERRIOZAR;45;BERRIOSUSO / BERRIOGOITI;1;13
2020-08-11 00:00:00;14;BERRIOZAR;46;BERRIOZAR;1;107
2020-08-11 00:00:00;99;FUERA DE NAVARRA;124;LOS ARCOS;1;1
2020-08-11 00:00:00;6;ELIZONDO;187;ELIZONDO;1;72
2020-08-11 00:00:00;6;ELIZONDO;195;LEKAROZ;1;2
2020-08-11 00:00:00;41;ARTAJONA;209;BERBINZANA;1;7
2020-08-11 00:00:00;51;BU—UEL;223;BU—UEL;1;8
2020-08-11 00:00:00;13;BURLADA;227;BURLADA / BURLATA;6;290
2020-08-11 00:00:00;51;BU—UEL;229;CABANILLAS;1;4
2020-08-11 00:00:00;42;CARCASTILLO;235;CARCASTILLO;5;34
2020-08-11 00:00:00;50;CASCANTE;238;CASCANTE;3;50
2020-08-11 00:00:00;49;CINTRU…NIGO;244;CINTRU…NIGO;1;134
2020-08-11 00:00:00;25;ZIZUR-ECHAVACOIZ;250;ZIZUR MAYOR / ZIZUR NAGUSIA;13;156
2020-08-11 00:00:00;67;SARRIGUREN;297;SARRIGUREN;1;141
2020-08-11 00:00:00;28;NO¡IN;304;NO¡IN;4;100
2020-08-11 00:00:00;32;ESTELLA;337;ESTELLA-LIZARRA;1;44
2020-08-11 00:00:00;28;NO¡IN;395;CORDOVILLA;1;9
2020-08-11 00:00:00;28;NO¡IN;397;ESQUÕROZ;1;4
2020-08-11 00:00:00;28;NO¡IN;402;BERI¡IN;1;33
2020-08-11 00:00:00;41;ARTAJONA;534;LARRAGA;1;20
2020-08-11 00:00:00;34;ALLO;579;LERÕN;1;8
2020-08-11 00:00:00;38;LODOSA;613;LODOSA;3;27
2020-08-11 00:00:00;50;CASCANTE;671;MURCHANTE;1;14
2020-08-11 00:00:00;42;CARCASTILLO;676;MURILLO EL FRUTO;2;36
2020-08-11 00:00:00;15;ORCOYEN;726;ORORBIA;1;7
2020-08-11 00:00:00;33;VILLATUERTA;745;OTEIZA;1;2
2020-08-11 00:00:00;16;SAN JORGE;747;PAMPLONA / IRU—A;4;152
2020-08-11 00:00:00;17;ROCHAPEA;747;PAMPLONA / IRU—A;4;295
2020-08-11 00:00:00;18;CHANTREA;747;PAMPLONA / IRU—A;4;250
2020-08-11 00:00:00;19;CASCO VIEJO-I ENSANCHE;747;PAMPLONA / IRU—A;1;163
2020-08-11 00:00:00;20;II ENSANCHE;747;PAMPLONA / IRU—A;9;315
2020-08-11 00:00:00;22;ITURRAMA;747;PAMPLONA / IRU—A;4;205
2020-08-11 00:00:00;23;SAN JUAN;747;PAMPLONA / IRU—A;4;418
2020-08-11 00:00:00;24;ERMITAGA—A;747;PAMPLONA / IRU—A;3;194
2020-08-11 00:00:00;25;ZIZUR-ECHAVACOIZ;747;PAMPLONA / IRU—A;1;55
2020-08-11 00:00:00;61;AZPILAGA—A;747;PAMPLONA / IRU—A;3;395
2020-08-11 00:00:00;63;MENDILLORRI;747;PAMPLONA / IRU—A;2;191
2020-08-11 00:00:00;66;BUZTINTXURI;747;PAMPLONA / IRU—A;2;80
2020-08-11 00:00:00;67;SARRIGUREN;747;PAMPLONA / IRU—A;1;18
2020-08-11 00:00:00;99;FUERA DE NAVARRA;747;PAMPLONA / IRU—A;2;29
2020-08-11 00:00:00;44;PERALTA;750;PERALTA / AZKOIEN;2;26
2020-08-11 00:00:00;51;BU—UEL;760;RIBAFORADA;1;31
2020-08-11 00:00:00;39;SAN ADRI¡N;779;SAN ADRI¡N;1;126
2020-08-11 00:00:00;29;SANG‹ESA;782;SANG‹ESA / ZANGOZA;2;93
2020-08-11 00:00:00;38;LODOSA;790;SESMA;2;21
2020-08-11 00:00:00;45;TUDELA OESTE;802;TUDELA;7;155
2020-08-11 00:00:00;46;TUDELA ESTE;802;TUDELA;7;337
2020-08-11 00:00:00;99;FUERA DE NAVARRA;802;TUDELA;1;5
2020-08-11 00:00:00;5;LESAKA;876;KAULE;1;1
2020-08-11 00:00:00;12;VILLAVA;894;VILLAVA / ATARRABIA;2;90
2020-08-11 00:00:00;26;BARA—¡IN;942;BARA—¡IN / BARA—AIN;6;226
2020-08-11 00:00:00;68;ARANGUREN;960;MUTILVA / MUTILOA;8;133
2020-08-12 00:00:00;99;FUERA DE NAVARRA;0;FUERA DE NAVARRA;1;76
2020-08-12 00:00:00;64;ANSO¡IN;40;ANSO¡IN / ANTSOAIN;1;102
2020-08-12 00:00:00;66;BUZTINTXURI;42;ARTICA / ARTIKA;1;47
2020-08-12 00:00:00;41;ARTAJONA;133;ARTAJONA;1;63
2020-08-12 00:00:00;40;TAFALLA;151;BAR¡SOAIN;1;41
2020-08-12 00:00:00;6;ELIZONDO;187;ELIZONDO;1;73
2020-08-12 00:00:00;43;OLITE;207;BEIRE;1;1
2020-08-12 00:00:00;13;BURLADA;227;BURLADA / BURLATA;2;292
2020-08-12 00:00:00;25;ZIZUR-ECHAVACOIZ;250;ZIZUR MAYOR / ZIZUR NAGUSIA;12;168
2020-08-12 00:00:00;48;CORELLA;261;CORELLA;3;80
2020-08-12 00:00:00;28;NO¡IN;304;NO¡IN;2;102
2020-08-12 00:00:00;2;ETXARRI-ARANATZ;314;LIZARRAGA;1;1
2020-08-12 00:00:00;32;ESTELLA;337;ESTELLA-LIZARRA;1;45
2020-08-12 00:00:00;28;NO¡IN;393;ARLEGUI;1;1
2020-08-12 00:00:00;28;NO¡IN;395;CORDOVILLA;1;10
2020-08-12 00:00:00;38;LODOSA;613;LODOSA;1;28
2020-08-12 00:00:00;29;SANG‹ESA;639;LUMBIER;1;18
2020-08-12 00:00:00;38;LODOSA;646;MENDAVIA;1;9
2020-08-12 00:00:00;42;CARCASTILLO;676;MURILLO EL FRUTO;1;37
2020-08-12 00:00:00;15;ORCOYEN;725;ORKOIEN;1;39
2020-08-12 00:00:00;17;ROCHAPEA;747;PAMPLONA / IRU—A;7;302
2020-08-12 00:00:00;19;CASCO VIEJO-I ENSANCHE;747;PAMPLONA / IRU—A;2;165
2020-08-12 00:00:00;20;II ENSANCHE;747;PAMPLONA / IRU—A;3;318
2020-08-12 00:00:00;21;MILAGROSA;747;PAMPLONA / IRU—A;4;213
2020-08-12 00:00:00;24;ERMITAGA—A;747;PAMPLONA / IRU—A;3;197
2020-08-12 00:00:00;61;AZPILAGA—A;747;PAMPLONA / IRU—A;2;397
2020-08-12 00:00:00;63;MENDILLORRI;747;PAMPLONA / IRU—A;1;192
2020-08-12 00:00:00;66;BUZTINTXURI;747;PAMPLONA / IRU—A;4;84
2020-08-12 00:00:00;99;FUERA DE NAVARRA;747;PAMPLONA / IRU—A;1;30
2020-08-12 00:00:00;44;PERALTA;750;PERALTA / AZKOIEN;4;30
2020-08-12 00:00:00;38;LODOSA;790;SESMA;1;22
2020-08-12 00:00:00;40;TAFALLA;793;TAFALLA;1;259
2020-08-12 00:00:00;45;TUDELA OESTE;802;TUDELA;4;159
2020-08-12 00:00:00;46;TUDELA ESTE;802;TUDELA;5;342
2020-08-12 00:00:00;47;VALTIERRA-CADREITA;875;VALTIERRA;1;20
2020-08-12 00:00:00;12;VILLAVA;894;VILLAVA / ATARRABIA;1;91
2020-08-12 00:00:00;68;ARANGUREN;960;MUTILVA / MUTILOA;1;134
2020-08-13 00:00:00;99;FUERA DE NAVARRA;0;FUERA DE NAVARRA;1;77
2020-08-13 00:00:00;50;CASCANTE;11;ABLITAS;1;13
2020-08-13 00:00:00;29;SANG‹ESA;15;AIBAR / OIBAR;1;12
2020-08-13 00:00:00;1;ALTSASU/ALSASUA;16;ALTSASU / ALSASUA;2;39
2020-08-13 00:00:00;66;BUZTINTXURI;42;ARTICA / ARTIKA;2;49
2020-08-13 00:00:00;14;BERRIOZAR;46;BERRIOZAR;2;109
2020-08-13 00:00:00;3;IRURTZUN;90;EGIARRETA;1;2
2020-08-13 00:00:00;36;LOS ARCOS;124;LOS ARCOS;2;4
2020-08-13 00:00:00;41;ARTAJONA;133;ARTAJONA;1;64
2020-08-13 00:00:00;50;CASCANTE;154;BARILLAS;1;1
2020-08-13 00:00:00;41;ARTAJONA;209;BERBINZANA;1;8
2020-08-13 00:00:00;13;BURLADA;227;BURLADA / BURLATA;1;293
2020-08-13 00:00:00;50;CASCANTE;238;CASCANTE;2;52
2020-08-13 00:00:00;48;CORELLA;241;CASTEJ”N;3;18
2020-08-13 00:00:00;25;ZIZUR-ECHAVACOIZ;250;ZIZUR MAYOR / ZIZUR NAGUSIA;2;170
2020-08-13 00:00:00;25;ZIZUR-ECHAVACOIZ;251;CIZUR MENOR;1;31
2020-08-13 00:00:00;48;CORELLA;261;CORELLA;1;81
2020-08-13 00:00:00;51;BU—UEL;262;CORTES;1;4
2020-08-13 00:00:00;2;ETXARRI-ARANATZ;278;ETXARRI ARANATZ;1;24
2020-08-13 00:00:00;67;SARRIGUREN;297;SARRIGUREN;1;142
2020-08-13 00:00:00;28;NO¡IN;304;NO¡IN;2;104
2020-08-13 00:00:00;51;BU—UEL;390;FUSTI—ANA;2;33
2020-08-13 00:00:00;28;NO¡IN;395;CORDOVILLA;1;11
2020-08-13 00:00:00;28;NO¡IN;397;ESQUÕROZ;1;5
2020-08-13 00:00:00;28;NO¡IN;402;BERI¡IN;1;34
2020-08-13 00:00:00;11;HUARTE;448;HUARTE / UHARTE;1;85
2020-08-13 00:00:00;2;ETXARRI-ARANATZ;525;LAKUNTZA;1;7
2020-08-13 00:00:00;3;IRURTZUN;546;LEKUNBERRI;1;12
2020-08-13 00:00:00;29;SANG‹ESA;592;LI…DENA;1;4
2020-08-13 00:00:00;38;LODOSA;613;LODOSA;1;29
2020-08-13 00:00:00;50;CASCANTE;671;MURCHANTE;1;15
2020-08-13 00:00:00;43;OLITE;709;OLITE / ERRIBERRI;1;33
2020-08-13 00:00:00;17;ROCHAPEA;747;PAMPLONA / IRU—A;1;303
2020-08-13 00:00:00;18;CHANTREA;747;PAMPLONA / IRU—A;8;258
2020-08-13 00:00:00;19;CASCO VIEJO-I ENSANCHE;747;PAMPLONA / IRU—A;3;168
2020-08-13 00:00:00;21;MILAGROSA;747;PAMPLONA / IRU—A;4;217
2020-08-13 00:00:00;22;ITURRAMA;747;PAMPLONA / IRU—A;2;207
2020-08-13 00:00:00;23;SAN JUAN;747;PAMPLONA / IRU—A;2;420
2020-08-13 00:00:00;24;ERMITAGA—A;747;PAMPLONA / IRU—A;5;202
2020-08-13 00:00:00;61;AZPILAGA—A;747;PAMPLONA / IRU—A;1;398
2020-08-13 00:00:00;63;MENDILLORRI;747;PAMPLONA / IRU—A;2;194
2020-08-13 00:00:00;66;BUZTINTXURI;747;PAMPLONA / IRU—A;1;85
2020-08-13 00:00:00;44;PERALTA;750;PERALTA / AZKOIEN;1;31
2020-08-13 00:00:00;40;TAFALLA;793;TAFALLA;1;260
2020-08-13 00:00:00;28;NO¡IN;795;CAMPANAS;1;1
2020-08-13 00:00:00;45;TUDELA OESTE;802;TUDELA;9;168
2020-08-13 00:00:00;46;TUDELA ESTE;802;TUDELA;18;360
2020-08-13 00:00:00;99;FUERA DE NAVARRA;802;TUDELA;1;6
2020-08-13 00:00:00;12;VILLAVA;894;VILLAVA / ATARRABIA;2;93
2020-08-13 00:00:00;26;BARA—¡IN;942;BARA—¡IN / BARA—AIN;2;228
2020-08-13 00:00:00;68;ARANGUREN;960;MUTILVA / MUTILOA;2;136
2020-08-14 00:00:00;-1;Nulo/Sin informar;-1;Nulo/Sin informar;1;31
2020-08-14 00:00:00;99;FUERA DE NAVARRA;0;FUERA DE NAVARRA;1;78
2020-08-14 00:00:00;1;ALTSASU/ALSASUA;16;ALTSASU / ALSASUA;8;47
2020-08-14 00:00:00;66;BUZTINTXURI;42;ARTICA / ARTIKA;1;50
2020-08-14 00:00:00;39;SAN ADRI¡N;148;AZAGRA;2;19
2020-08-14 00:00:00;6;ELIZONDO;187;ELIZONDO;1;74
2020-08-14 00:00:00;13;BURLADA;227;BURLADA / BURLATA;2;295
2020-08-14 00:00:00;51;BU—UEL;229;CABANILLAS;1;5
2020-08-14 00:00:00;99;FUERA DE NAVARRA;241;CASTEJ”N;1;1
2020-08-14 00:00:00;25;ZIZUR-ECHAVACOIZ;250;ZIZUR MAYOR / ZIZUR NAGUSIA;2;172
2020-08-14 00:00:00;28;NO¡IN;304;NO¡IN;1;105
2020-08-14 00:00:00;32;ESTELLA;337;ESTELLA-LIZARRA;3;48
2020-08-14 00:00:00;99;FUERA DE NAVARRA;337;ESTELLA-LIZARRA;1;2
2020-08-14 00:00:00;11;HUARTE;355;OLLOKI;1;12
2020-08-14 00:00:00;12;VILLAVA;380;ARRE;1;5
2020-08-14 00:00:00;28;NO¡IN;395;CORDOVILLA;3;14
2020-08-14 00:00:00;2;ETXARRI-ARANATZ;525;LAKUNTZA;1;8
2020-08-14 00:00:00;44;PERALTA;643;MARCILLA;1;9
2020-08-14 00:00:00;38;LODOSA;646;MENDAVIA;1;10
2020-08-14 00:00:00;50;CASCANTE;671;MURCHANTE;2;17
2020-08-14 00:00:00;15;ORCOYEN;725;ORKOIEN;1;40
2020-08-14 00:00:00;15;ORCOYEN;726;ORORBIA;1;8
2020-08-14 00:00:00;16;SAN JORGE;747;PAMPLONA / IRU—A;4;156
2020-08-14 00:00:00;17;ROCHAPEA;747;PAMPLONA / IRU—A;6;309
2020-08-14 00:00:00;18;CHANTREA;747;PAMPLONA / IRU—A;3;261
2020-08-14 00:00:00;19;CASCO VIEJO-I ENSANCHE;747;PAMPLONA / IRU—A;1;169
2020-08-14 00:00:00;20;II ENSANCHE;747;PAMPLONA / IRU—A;1;319
2020-08-14 00:00:00;21;MILAGROSA;747;PAMPLONA / IRU—A;1;218
2020-08-14 00:00:00;22;ITURRAMA;747;PAMPLONA / IRU—A;4;211
2020-08-14 00:00:00;23;SAN JUAN;747;PAMPLONA / IRU—A;2;422
2020-08-14 00:00:00;24;ERMITAGA—A;747;PAMPLONA / IRU—A;1;203
2020-08-14 00:00:00;61;AZPILAGA—A;747;PAMPLONA / IRU—A;2;400
2020-08-14 00:00:00;63;MENDILLORRI;747;PAMPLONA / IRU—A;1;195
2020-08-14 00:00:00;44;PERALTA;750;PERALTA / AZKOIEN;4;35
2020-08-14 00:00:00;51;BU—UEL;760;RIBAFORADA;2;33
2020-08-14 00:00:00;29;SANG‹ESA;782;SANG‹ESA / ZANGOZA;1;94
2020-08-14 00:00:00;38;LODOSA;790;SESMA;1;23
2020-08-14 00:00:00;40;TAFALLA;793;TAFALLA;1;261
2020-08-14 00:00:00;45;TUDELA OESTE;802;TUDELA;3;171
2020-08-14 00:00:00;46;TUDELA ESTE;802;TUDELA;7;367
2020-08-14 00:00:00;99;FUERA DE NAVARRA;802;TUDELA;1;7
2020-08-14 00:00:00;47;VALTIERRA-CADREITA;875;VALTIERRA;7;27
2020-08-14 00:00:00;47;VALTIERRA-CADREITA;889;VILLAFRANCA;1;25
2020-08-14 00:00:00;29;SANG‹ESA;926;YESA;1;3
2020-08-14 00:00:00;26;BARA—¡IN;942;BARA—¡IN / BARA—AIN;5;233
2020-08-14 00:00:00;68;ARANGUREN;960;MUTILVA / MUTILOA;1;137
2020-08-15 00:00:00;-1;Nulo/Sin informar;-1;Nulo/Sin informar;2;33
2020-08-15 00:00:00;99;FUERA DE NAVARRA;0;FUERA DE NAVARRA;4;82
2020-08-15 00:00:00;99;FUERA DE NAVARRA;1;AB¡IGAR;1;2
2020-08-15 00:00:00;1;ALTSASU/ALSASUA;16;ALTSASU / ALSASUA;2;49
2020-08-15 00:00:00;35;ANCÕN-AM…SCOA;20;ARTAVIA;1;3
2020-08-15 00:00:00;35;ANCÕN-AM…SCOA;30;BARÕNDANO;1;1
2020-08-15 00:00:00;14;BERRIOZAR;46;BERRIOZAR;5;114
2020-08-15 00:00:00;68;ARANGUREN;76;LABIANO;1;3
2020-08-15 00:00:00;36;LOS ARCOS;124;LOS ARCOS;1;5
2020-08-15 00:00:00;39;SAN ADRI¡N;148;AZAGRA;2;21
2020-08-15 00:00:00;99;FUERA DE NAVARRA;148;AZAGRA;1;1
2020-08-15 00:00:00;7;DONEZTEBE/SANTESTEBAN;212;LEGASA;1;2
2020-08-15 00:00:00;13;BURLADA;227;BURLADA / BURLATA;5;300
2020-08-15 00:00:00;48;CORELLA;241;CASTEJ”N;1;19
2020-08-15 00:00:00;49;CINTRU…NIGO;244;CINTRU…NIGO;1;135
2020-08-15 00:00:00;25;ZIZUR-ECHAVACOIZ;250;ZIZUR MAYOR / ZIZUR NAGUSIA;5;177
2020-08-15 00:00:00;48;CORELLA;261;CORELLA;1;82
2020-08-15 00:00:00;2;ETXARRI-ARANATZ;278;ETXARRI ARANATZ;5;29
2020-08-15 00:00:00;11;HUARTE;292;GORRAIZ;1;40
2020-08-15 00:00:00;67;SARRIGUREN;297;SARRIGUREN;7;149
2020-08-15 00:00:00;28;NO¡IN;304;NO¡IN;1;106
2020-08-15 00:00:00;32;ESTELLA;337;ESTELLA-LIZARRA;7;55
2020-08-15 00:00:00;99;FUERA DE NAVARRA;337;ESTELLA-LIZARRA;1;3
2020-08-15 00:00:00;51;BU—UEL;390;FUSTI—ANA;1;34
2020-08-15 00:00:00;11;HUARTE;448;HUARTE / UHARTE;1;86
2020-08-15 00:00:00;31;ISABA;475;ISABA / IZABA;2;2
2020-08-15 00:00:00;99;FUERA DE NAVARRA;554;LAZAGURRÕA;1;1
2020-08-15 00:00:00;38;LODOSA;613;LODOSA;6;35
2020-08-15 00:00:00;44;PERALTA;643;MARCILLA;1;10
2020-08-15 00:00:00;41;ARTAJONA;664;MIRANDA DE ARGA;1;33
